"104","bccb","33","male","some college","no","yes","no","yes_able","23"
"105","8504cc","51","male","some college","no","no","no","yes_able","43"
"106","5e1f3e","29","female","bachelor degree","no","no","no","yes_able","22"
"107","9242","48","male","bachelor degree","no","yes","no","yes_able","19"
"108","43ba","33","female","bachelor degree","no","no","no","yes_able","29"
"109","ff47","41","female","high-school diploma","no","no","no","yes_able","21"
"110","f7be8d","31","male","masters degree","no","yes","no","yes_able","20"
"111","19c2","54","male","some high-school","no","no","no","dunno","24"
"112","9507","60","female","some college","no","no","no","yes_able","29"
"113","2b6ee7","35","female","masters degree","no","no","no","yes_able","15"
"114","74b34b","53","male","bachelor degree","no","no","no","yes_able","15"
"115","cf47","35","male","high-school diploma","no","no","no","yes_able","37"
"116","244af7","31","male","high-school diploma","no","no","no","yes_able","22"
"117","dcbdf0","38","male","some college","no","yes","no","yes_able","25"
"118","878ec0","23","male","some college","no","no","no","yes_able","23"
"119","c4404f","57","female","some college","no","no","no","yes_able","26"
"120","7710ff","45","female","bachelor degree","no","yes","no","yes_able","26"
"121","dd3e","43","female","some college","no","no","no","yes_able","26"
"122","0f53","56","female","bachelor degree","no","no","no","yes_able","15"
"123","db20","19","female","high-school diploma","no","no","no","yes_able","34"
"124","95c7","22","male","some college","no","no","no","yes_able","27"
"125","3d4a","64","female","bachelor degree","yes","yes","no","yes_able","28"
"126","304e","46","female","some college","no","no","no","yes_able","18"
"127","203d43","37","female","bachelor degree","yes","no","no","yes_able","17"
"128","5aef","33","male","masters degree","no","no","no","yes_able","22"
"129","a05de5","27","female","masters degree","no","no","no","yes_able","22"
"130","5668e5","31","female","some college","no","no","no","yes_able","17"
"131","2484","33","male","some college","no","no","no","yes_able","17"
"132","fa3bfc","37","female","some college","no","no","no","yes_able","47"
"133","155b2d","19","male","some college","no","no","no","yes_able","24"
"134","2169df","20","male","some college","no","no","no","yes_able","16"
"135","ab8f3e","31","female","bachelor degree","no","yes","no","yes_able","40"
"136","4e93cc","31","male","masters degree","no","yes","no","yes_able","17"
"137","2f9625","34","female","bachelor degree","no","no","no","yes_able","25"
"138","d716e2","27","male","some college","no","no","no","yes_able","19"
"139","9930c2","49","female","some college","no","no","no","yes_able","31"
"140","c650","32","female","high-school diploma","no","no","no","yes_able","16"
"141","7189","31","male","bachelor degree","no","no","no","dunno","36"
"142","94d0","42","female","masters degree","no","yes","no","dunno","25"
"143","ef13","22","female","bachelor degree","no","yes","no","yes_able","19"
"144","f10c","23","male","bachelor degree","no","yes","no","yes_able","33"
"145","481cf4","35","female","masters degree","no","yes","no","yes_able","21"
"146","1b1bd5","28","female","some college","no","no","no","yes_able","20"
"147","8f3b","32","male","bachelor degree","no","no","no","yes_able","26"
"148","cdb0","22","female","some college","no","yes","no","yes_able","17"
"149","a981","28","female","some college","no","yes","no","yes_able","20"
"150","005c7f","33","female","bachelor degree","no","no","no","yes_able","12"
"151","29e050","58","female","some college","yes","yes","no","yes_able","24"
"152","8dd5","34","female","some college","no","no","no","yes_able","30"
"153","c768","46","male","masters degree","yes","yes","no","yes_able","26"
"154","be72","24","male","some college","no","yes","no","yes_able","15"
"155","80e3ff","29","female","some college","no","no","no","yes_able","22"
"156","0ee0","28","female","some college","no","no","no","yes_able","27"
"157","32a41a","31","male","bachelor degree","no","no","no","yes_able","24"
"158","bf66","38","female","bachelor degree","no","no","no","yes_able","23"
"159","2444","26","male","doctoral degree","no","no","no","yes_able","22"
"160","3535","29","male","some college","no","no","no","yes_able","24"
"161","156e","51","male","doctoral degree","no","no","no","yes_able","19"
"162","e7ae9d","26","female","some college","no","no","no","yes_able","26"
"163","4f20","56","female","bachelor degree","no","no","no","yes_able","32"
"164","956f5e","20","female","some college","no","yes","no","yes_able","16"
"165","e06781","63","female","bachelor degree","no","no","no","yes_able","26"
"166","db69","52","female","some high-school","no","yes","no","dunno","45"
"167","6056","34","male","high-school diploma","no","no","no","yes_able","33"
"168","d2f0f9","31","female","some college","no","no","no","yes_able","20"
"169","e0ccf8","19","male","some college","no","yes","no","yes_able","21"
"170","0c0642","34","female","bachelor degree","no","yes","no","yes_able","23"
"171","ff12","47","male","masters degree","no","no","no","yes_able","37"
"172","8deb","48","female","some high-school","no","no","no","yes_able","24"
"173","fc75","30","female","bachelor degree","no","no","no","yes_able","19"
"174","864750","50","female","bachelor degree","no","no","no","yes_able","22"
"175","2a11","27","male","bachelor degree","no","no","no","yes_able","19"
"176","713e","49","male","some college","no","no","no","yes_able","41"
"177","d77d","22","male","bachelor degree","no","no","no","yes_able","17"
"178","8eff82","26","female","some college","yes","yes","no","yes_able","18"
"179","ee97bf","47","female","bachelor degree","no","no","no","yes_able","20"
"180","a939ea","38","female","bachelor degree","no","yes","no","yes_able","14"
"181","3ef0","38","female","some college","no","no","no","yes_able","27"
"182","3f1465","45","male","masters degree","no","no","no","yes_able","15"
"183","ec64","31","female","some college","no","no","no","yes_able","27"
"184","3b6d","48","male","masters degree","no","no","no","dunno","37"
"185","65cc23","25","female","bachelor degree","yes","yes","no","yes_able","23"
"186","a204","47","female","some college","no","no","no","yes_able","23"
"187","0c2db8","60","female","bachelor degree","no","yes","no","yes_able","30"
"188","030fe9","40","female","masters degree","no","yes","no","yes_able","17"
"189","741d1b","42","male","bachelor degree","no","no","no","yes_able","22"
"190","6989","31","female","some college","no","no","no","dunno","30"
"191","617f62","43","male","some college","no","yes","no","yes_able","18"
"192","6e3c","41","female","bachelor degree","no","no","no","yes_able","18"
"193","141940","37","female","high-school diploma","no","no","no","yes_able","18"
"194","5a9012","31","female","some college","no","yes","no","yes_able","18"
"195","7d6cfa","23","female","bachelor degree","no","no","no","yes_able","20"
"196","1d48","57","male","doctoral degree","no","yes","no","yes_able","36"
"197","8a2f42","42","female","bachelor degree","no","yes","no","yes_able","40"
"198","127c","29","female","some college","yes","yes","no","dunno","31"
"199","da40eb","35","female","masters degree","no","no","no","yes_able","20"
"200","b391e0","22","male","some college","no","no","no","yes_able","27"
"201","fd98","20","female","some college","no","yes","no","yes_able","29"
"202","55cc","45","female","high-school diploma","no","no","no","yes_able","28"
"203","13fd35","27","male","some college","no","no","no","yes_able","24"
"204","c50383","45","female","masters degree","no","no","no","dunno","35"
"205","3b0d38","28","female","bachelor degree","no","no","no","yes_able","19"
"206","b949","67","female","high-school diploma","no","no","no","yes_able","28"
"207","0e50","32","female","some college","no","yes","no","yes_able","22"
"208","1f86","24","female","masters degree","no","no","no","yes_able","16"
"209","255c89","39","male","some college","no","no","no","yes_able","26"
"210","ce98d1","24","female","some college","no","yes","no","not_able","30"
"211","ce98d1","24","female","some college","no","yes","no","yes_able","18"
"212","b2e20d","59","female","high-school diploma","no","no","no","yes_able","25"
"213","e8118b","24","male","some high-school","no","no","no","yes_able","12"
"214","e5bf","33","male","bachelor degree","no","no","no","yes_able","16"
"215","3a58","17","female","some high-school","no","no","no","yes_able","23"
"216","41f5","15","female","some high-school","no","no","no","yes_able","24"
"217","a4fb43","35","female","bachelor degree","yes","yes","no","yes_able","19"
"218","ef2315","21","female","some college","no","no","no","yes_able","13"
"219","fe2923","28","female","masters degree","yes","yes","no","yes_able","20"
"220","9528","52","female","bachelor degree","yes","yes","no","yes_able","30"
"221","2b17","25","male","high-school diploma","no","no","no","yes_able","18"
"222","703998","23","female","bachelor degree","no","no","no","yes_able","17"
"223","c676","40","male","some college","no","no","no","yes_able","39"
"224","baa6e9","59","female","bachelor degree","no","yes","no","not_able","41"
"225","3f80","36","female","some college","no","yes","no","yes_able","31"
"226","58d2af","50","female","bachelor degree","no","yes","no","yes_able","22"
"227","e05eed","34","female","bachelor degree","no","no","no","yes_able","19"
"228","47ba26","46","female","some college","no","yes","no","yes_able","21"
"229","32d32d","42","male","bachelor degree","no","no","no","yes_able","23"
"230","ab22","30","female","bachelor degree","no","no","no","yes_able","19"
"231","45715c","20","female","some college","no","no","no","yes_able","21"
"232","d84e0e","27","female","bachelor degree","no","no","no","yes_able","34"
"233","6fe9","24","male","some college","no","no","no","yes_able","21"
"234","e2a629","39","male","bachelor degree","no","yes","no","yes_able","17"
"235","f360","63","male","bachelor degree","no","no","no","yes_able","33"
"236","5739","30","female","some college","no","no","no","yes_able","20"
"237","37b187","48","male","high-school diploma","no","no","no","yes_able","32"
"238","49b4","53","female","bachelor degree","no","no","no","yes_able","28"
"239","54a8b3","50","female","some college","no","no","no","yes_able","31"
"240","58bb","28","male","bachelor degree","no","yes","no","yes_able","24"
"241","8b83bc","30","male","masters degree","no","no","no","yes_able","29"
"242","2b7673","49","male","some college","no","yes","no","yes_able","42"
"243","5f7ad4","40","female","some college","no","yes","no","yes_able","27"
"244","6174","37","female","some college","no","no","no","dunno","30"
"245","1f2ad0","40","male","some college","no","no","no","yes_able","21"
"246","cc6ca5","30","male","some college","no","no","no","yes_able","23"
"247","3fc4f0","33","male","bachelor degree","no","yes","yes","dunno","26"
"248","04dd","20","male","high-school diploma","no","no","no","yes_able","27"
"249","8f92","52","male","doctoral degree","no","no","yes","yes_able","35"
"250","e472fb","38","male","some college","yes","yes","no","yes_able","33"
"251","aba638","49","male","bachelor degree","no","yes","no","yes_able","28"
"252","e6ff01","51","male","high-school diploma","no","no","no","yes_able","77"
"253","3195","40","female","some college","no","yes","no","yes_able","19"
"254","fdeb","27","female","bachelor degree","no","yes","no","yes_able","19"
"255","dfc0","35","female","bachelor degree","no","no","no","yes_able","48"
"256","9662","37","female","bachelor degree","no","no","no","yes_able","25"
"257","f757","34","female","high-school diploma","no","no","no","dunno","31"
"258","ece2","61","female","high-school diploma","no","no","no","dunno","31"
"259","7a33","36","female","high-school diploma","no","yes","no","yes_able","30"
"260","6d3e93","34","female","some college","no","no","no","yes_able","24"
"261","2281","66","female","bachelor degree","no","yes","no","yes_able","28"
"262","9a5e","32","male","some college","no","no","no","yes_able","24"
"263","98b57e","28","female","some college","no","no","no","yes_able","14"
"264","c597","33","female","some college","no","yes","no","yes_able","32"
"265","439862","42","male","some college","no","no","no","dunno","27"
"266","3b735c","28","female","some college","no","no","no","yes_able","16"
"267","c743e8","26","female","bachelor degree","no","no","no","yes_able","18"
"268","3972","32","male","some college","no","no","no","yes_able","31"
"269","10c7","29","male","some college","no","no","no","yes_able","16"
"270","c2c6c6","32","male","bachelor degree","no","no","no","yes_able","19"
"271","23be","43","female","some college","no","no","no","yes_able","23"
"272","331f","32","male","masters degree","no","no","no","yes_able","26"
"273","113183","25","female","bachelor degree","no","yes","no","yes_able","18"
"274","9de8","40","female","some college","no","yes","no","yes_able","29"
"275","0595ba","43","male","some college","no","yes","no","yes_able","27"
"276","b6dfe8","30","female","bachelor degree","yes","yes","no","yes_able","26"
"277","fec2","56","female","bachelor degree","no","no","no","dunno","41"
"278","792fa6","28","male","bachelor degree","no","no","no","dunno","53"
"279","0344","45","male","some college","no","no","no","yes_able","19"
"280","fc61f2","30","female","bachelor degree","yes","yes","no","yes_able","25"
"281","a38d","32","male","bachelor degree","no","no","no","yes_able","50"
"282","a229","23","female","bachelor degree","yes","yes","no","yes_able","18"
"283","f36a","23","male","bachelor degree","no","yes","no","yes_able","16"
"284","4d43","31","male","masters degree","no","yes","no","dunno","48"
"285","79ad","61","female","bachelor degree","no","no","no","yes_able","23"
"286","5cc819","43","male","bachelor degree","no","no","no","yes_able","49"
"287","a13495","55","male","bachelor degree","no","no","no","yes_able","27"
"288","406c","58","female","doctoral degree","no","yes","no","yes_able","25"
"289","ed5991","38","male","some college","no","yes","no","yes_able","30"
"290","dca8","51","female","bachelor degree","no","no","no","yes_able","28"
"291","1e60","49","male","bachelor degree","no","no","no","yes_able","19"
"292","a375","19","male","bachelor degree","no","yes","no","yes_able","32"
"293","5b0c","33","female","masters degree","no","yes","no","yes_able","24"
"294","663f77","54","female","bachelor degree","no","yes","no","yes_able","24"
"295","dbb2","43","male","some college","no","no","no","yes_able","19"
"296","a1d9aa","28","male","some college","yes","yes","no","yes_able","45"
"297","6c2155","37","female","bachelor degree","no","yes","no","yes_able","18"
"298","fb24","43","female","some college","no","no","no","yes_able","15"
"299","9b6fe6","22","other","some college","no","yes","no","yes_able","15"
"300","3628d9","30","female","some college","no","no","no","yes_able","34"
"301","acd4","40","male","bachelor degree","no","yes","no","dunno","29"
"302","36336c","43","female","some college","no","no","no","yes_able","25"
"303","e1ac","52","female","bachelor degree","no","yes","no","yes_able","30"
"304","bbff","33","male","bachelor degree","no","yes","no","yes_able","31"
"305","3c3767","41","male","masters degree","no","yes","no","yes_able","28"
"306","7df98c","44","male","bachelor degree","no","no","no","yes_able","19"
"307","6ab1","23","female","some college","no","yes","no","yes_able","27"
"308","c6dc6e","26","female","high-school diploma","no","no","no","yes_able","25"
"309","fe4e90","30","male","some college","no","no","no","yes_able","18"
"310","360a","23","female","some college","no","yes","no","yes_able","24"
"311","ad76","38","female","bachelor degree","no","no","no","yes_able","20"
"312","15c8ca","47","male","doctoral degree","yes","yes","no","yes_able","28"
"313","2011","45","male","some college","no","no","no","yes_able","23"
"314","8ffbbe","27","female","bachelor degree","no","no","no","yes_able","17"
"315","bef7b3","37","female","some college","no","yes","no","yes_able","24"
"316","1cff","33","female","masters degree","no","no","no","yes_able","19"
"317","2b2483","72","female","masters degree","no","yes","no","yes_able","22"
"318","4efd","28","female","bachelor degree","yes","yes","no","yes_able","20"
"319","2973","46","male","some college","no","no","no","yes_able","27"
"320","e7a7","26","female","bachelor degree","no","no","no","yes_able","16"
"321","a7dc","21","female","some college","no","no","no","yes_able","25"
"322","8acc7b","29","female","some college","no","no","no","yes_able","33"
"323","c65c","44","male","bachelor degree","no","no","no","yes_able","17"
"324","b51727","22","female","some college","no","no","no","yes_able","15"
"325","651f","47","male","some college","no","no","no","yes_able","18"
"326","87e7","53","female","some college","no","yes","no","yes_able","22"
"327","8feaae","19","male","some college","no","yes","no","yes_able","59"
"328","a0a4","21","female","some college","no","yes","no","yes_able","21"
"329","960586","42","male","masters degree","no","yes","no","yes_able","41"
"330","5f54","47","female","bachelor degree","no","no","no","yes_able","29"
"331","913835","33","female","bachelor degree","no","yes","no","yes_able","20"
"332","3813","37","male","masters degree","yes","yes","no","yes_able","24"
"333","c776","24","male","some high-school","no","no","no","yes_able","9"
"334","d973ae","52","female","bachelor degree","no","yes","no","yes_able","32"
"335","5ca0","20","female","some college","no","yes","no","yes_able","66"
"336","58ee","46","female","masters degree","yes","yes","no","yes_able","20"
"337","2816e2","29","female","bachelor degree","no","no","no","not_able","32"
"338","0b66a5","32","male","some college","no","no","no","yes_able","40"
"339","3395b0","28","female","some college","no","no","no","dunno","23"
"340","a5fb","28","female","bachelor degree","no","yes","no","yes_able","20"
"341","f97a","29","male","masters degree","yes","yes","no","yes_able","28"
"342","ec69ee","25","male","some college","no","no","no","yes_able","21"
"343","6a4acc","41","female","doctoral degree","no","yes","no","yes_able","23"
"344","b03c","27","female","bachelor degree","no","yes","no","yes_able","24"
"345","9dfc2c","24","female","bachelor degree","no","yes","no","yes_able","20"
"346","a2ea5a","31","female","bachelor degree","no","no","no","yes_able","25"
"347","751fd8","31","female","masters degree","no","no","no","yes_able","18"
"348","7edf10","28","male","masters degree","no","no","no","yes_able","22"
"349","cb844c","31","male","some college","no","no","no","yes_able","18"
"350","5d08b8","37","male","some college","no","no","no","yes_able","18"
"351","bc5c","26","female","high-school diploma","no","no","no","yes_able","20"
"352","1273f0","30","male","bachelor degree","no","no","no","yes_able","121"
"353","dced","62","female","doctoral degree","no","yes","no","yes_able","24"
"354","fa20","57","female","masters degree","no","yes","no","yes_able","29"
"355","82b095","31","female","bachelor degree","no","yes","no","yes_able","18"
"356","ac94","25","female","bachelor degree","no","no","no","yes_able","23"
"357","606d","32","male","some college","yes","yes","no","yes_able","53"
"358","14b622","31","male","masters degree","no","no","no","yes_able","37"
"359","e54275","26","female","masters degree","no","no","no","yes_able","21"
"360","18757d","18","female","some college","no","no","no","yes_able","70"
"361","42d40a","30","male","bachelor degree","no","no","no","yes_able","45"
"362","b276","38","male","some college","no","no","no","yes_able","29"
"363","df2350","36","female","some college","no","no","no","yes_able","20"
"364","a656","58","male","some college","no","no","no","yes_able","40"
"365","c0ded2","37","male","some college","no","no","no","yes_able","14"
"366","abff","77","female","some college","no","no","no","yes_able","18"
"367","68fe74","41","male","bachelor degree","no","no","no","yes_able","20"
"368","1420","44","male","some college","no","no","no","yes_able","29"
"369","37f0","30","female","some college","no","no","no","yes_able","23"
"370","3164ff","63","male","bachelor degree","no","no","no","yes_able","28"
"371","2d2a","32","female","some college","no","no","no","yes_able","19"
"372","fc7d","42","female","bachelor degree","no","yes","no","yes_able","25"
"373","d1f9","28","male","bachelor degree","no","no","no","yes_able","11"
"374","790cec","47","female","high-school diploma","no","no","no","yes_able","24"
"375","fa98ca","53","male","some college","no","yes","no","yes_able","26"
"376","6f7f","51","female","masters degree","no","no","no","yes_able","42"
"377","e03e","35","female","bachelor degree","no","no","no","yes_able","28"
"378","4910","28","female","masters degree","no","yes","no","yes_able","19"
"379","8852","43","male","masters degree","no","yes","no","yes_able","25"
"380","e55c53","27","female","bachelor degree","no","yes","no","yes_able","19"
"381","7cff","35","female","high-school diploma","no","no","no","yes_able","13"
"382","93a2","49","female","masters degree","no","no","no","yes_able","43"
"383","cb3ebf","39","female","masters degree","no","no","no","yes_able","50"
"384","aa628b","42","male","some college","yes","no","no","yes_able","20"
"385","b86f60","42","male","bachelor degree","yes","yes","no","yes_able","17"
"386","625f6c","38","female","some college","no","no","no","yes_able","21"
"387","20c0","39","male","some college","no","no","no","yes_able","16"
"388","939c","34","female","some college","no","no","no","yes_able","30"
"389","19c5","29","male","some college","no","no","no","yes_able","26"
"390","a989","31","male","bachelor degree","no","no","no","yes_able","15"
"391","2ef860","24","female","some college","no","yes","no","yes_able","23"
"392","f308","49","female","masters degree","no","yes","no","yes_able","24"
"393","79385f","26","female","bachelor degree","yes","yes","no","yes_able","12"
"394","a5866c","25","female","high-school diploma","no","no","no","yes_able","17"
"395","bde124","32","female","masters degree","no","no","no","yes_able","20"
"396","14d2","67","female","high-school diploma","no","no","no","yes_able","19"
"397","c051","38","male","masters degree","no","no","no","yes_able","21"
"398","9fb2","27","male","bachelor degree","yes","yes","no","yes_able","16"
"399","415269","45","female","high-school diploma","no","no","no","yes_able","19"
"400","5e61da","42","male","bachelor degree","no","no","no","dunno","49"
"401","283d","25","female","bachelor degree","no","no","no","yes_able","20"
"402","26cc","59","female","some college","no","yes","no","yes_able","22"
"403","8dc4","43","male","masters degree","no","yes","no","not_able","24"
"404","a0c82a","47","male","masters degree","no","yes","no","yes_able","29"
"405","dd700d","43","female","bachelor degree","no","no","no","yes_able","139"
"406","7ef03d","24","female","some college","no","no","no","yes_able","22"
"407","fb0470","26","female","masters degree","yes","yes","no","yes_able","20"
"408","3c4307","23","male","bachelor degree","no","no","no","yes_able","11"
"409","14b7","35","female","some college","no","yes","no","yes_able","17"
"410","ca020a","36","male","some college","no","no","no","yes_able","17"
"411","8d9f","28","female","masters degree","no","no","no","yes_able","19"
"412","cd0d27","26","female","bachelor degree","no","no","no","yes_able","35"
"413","075b","27","female","masters degree","no","yes","no","yes_able","20"
"414","eef6","53","female","some college","no","no","no","yes_able","21"
"415","5acf","35","male","some college","no","no","no","yes_able","25"
"416","32898c","42","female","some college","yes","no","no","yes_able","30"
"417","497afb","52","female","some college","no","no","no","yes_able","21"
"418","4522","28","female","bachelor degree","no","no","no","yes_able","18"
"419","2c18","27","male","masters degree","yes","yes","yes","dunno","56"
"420","311f68","49","male","bachelor degree","no","no","no","yes_able","32"
"421","aa7e5a","26","male","bachelor degree","no","no","no","yes_able","32"
"422","0f7c","26","male","bachelor degree","no","no","no","yes_able","31"
"423","8638","28","female","bachelor degree","no","no","no","yes_able","15"
"424","697b","20","male","some college","no","yes","no","yes_able","15"
"425","115ea3","54","female","some college","no","no","no","yes_able","32"
"426","539721","26","female","some high-school","no","no","no","yes_able","17"
"427","5d48","28","female","bachelor degree","no","no","no","yes_able","87"
"428","eb457c","66","female","doctoral degree","no","no","no","yes_able","31"
"429","1e4279","23","male","bachelor degree","no","no","no","yes_able","16"
"430","ad75","55","female","some college","no","no","no","yes_able","25"
